gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function,Percent_in_cells
HOGA1,0.87254507,4.065696204,1.667158336,0.098352637,0.296591429,-5.187352825,NA,0.058042302
KCNH1,0.742442505,4.670334556,1.667152904,0.09835372,0.296591429,-5.285266634,Transport,0.04771274
PIAS2,-0.542517848,6.872958769,-1.667299281,0.09832455,0.296591429,-5.514526499,NA,0.123462863
UBE3C,-0.387862832,7.636450689,-1.667235887,0.098337182,0.296591429,-5.676576777,Metabolism (other),0.20855878
WASHC2A,-0.582544008,4.395483009,-1.667246175,0.098335132,0.296591429,-5.095998563,NA,0.02508608
CARMN,-1.24731537,3.84516882,-1.667079574,0.098368335,0.29660411,-4.997087622,NA,0.007870143
PSORS1C1,0.953966137,2.079431452,1.666937772,0.098396603,0.296657947,-4.959137901,NA,0.010329562
CCDC25,-0.568233409,4.137149167,-1.666766376,0.098430778,0.296729585,-5.056691681,NA,0.023118544
AF001550.1,1.278245159,0.460760031,1.666560392,0.098471864,0.296822034,-4.858620003,NA,0.000983768
AC018742.1,-1.079557471,4.942915247,-1.666329464,0.098517941,0.296898101,-5.133457933,NA,0.018691589
HSPBAP1,-0.577227924,5.143316995,-1.66635092,0.098513659,0.296898101,-5.199233137,NA,0.042793901
AL356599.1,0.613115852,5.070418889,1.666175529,0.098548665,0.296959283,-5.366209327,NA,0.076242007
TCEAL2,0.861145414,2.95007392,1.665997161,0.098584276,0.297014089,-5.06803539,NA,0.017707821
Z97353.2,1.196300604,-0.199536629,1.665979998,0.098587703,0.297014089,-4.821239643,NA,0
ACTR6,-0.585391456,4.945606506,-1.66584343,0.098614976,0.297064842,-5.196611736,NA,0.030988687
AL022069.1,0.855898052,1.31626733,1.6657106,0.098641509,0.297105667,-4.907004784,NA,0.004426955
LINC01507,1.188004051,-0.179025949,1.665659725,0.098651672,0.297105667,-4.821448079,NA,0
NR5A1,1.188399991,0.333157072,1.665618983,0.098659812,0.297105667,-4.851786365,Development (differentiation),0.000983768
AC123768.1,1.058827289,0.003573332,1.665455618,0.098692457,0.297172564,-4.835876926,NA,0.000491884
ZNF683,1.380396607,-0.260452745,1.665262309,0.098731097,0.297240296,-4.822286934,NA,0
ZNF710-AS1,0.902340611,2.167121356,1.665238699,0.098735817,0.297240296,-5.029001436,NA,0.010329562
AC009097.2,1.162335448,0.077896541,1.664964867,0.098790575,0.297373721,-4.851216793,NA,0.000983768
MYLK3,0.798352883,3.727466578,1.664879094,0.098807732,0.297393946,-5.166477257,NA,0.029513035
AC009163.7,0.856201123,1.128717298,1.664649967,0.098853576,0.297406254,-4.890331355,NA,0.002951303
AC141424.1,1.157792802,0.057654759,1.66468359,0.098846848,0.297406254,-4.837050945,NA,0.000491884
AL138916.1,1.341706475,-0.238699889,1.664724242,0.098838713,0.297406254,-4.823191552,NA,0
POC1A,0.636804025,3.031594029,1.664653412,0.098852886,0.297406254,-5.071958245,NA,0.014264634
AC135507.1,1.147848711,0.145040651,1.664478492,0.098887896,0.29744669,-4.848733613,NA,0.000983768
DYSF,-1.400232255,4.536245601,-1.664527122,0.098878162,0.29744669,-5.077748895,NA,0.012297098
AL118511.3,1.313278312,-0.22521852,1.6644242,0.098898764,0.297447978,-4.823730769,NA,0
GOLGA8T,1.224840487,-0.239505851,1.66416282,0.098951102,0.297573974,-4.824008589,NA,0
EPHA6,0.955968166,5.645324293,1.663686815,0.099046472,0.297803804,-5.50147794,Development (cell cycle),0.091982292
SAA1,1.058582724,0.61557683,1.663677041,0.099048431,0.297803804,-4.88054831,Inflammation/Immune/Stress/Toxic/Detox,0.001967536
AL031123.5,1.154558128,-0.151181175,1.663408811,0.099102206,0.297902611,-4.825556817,NA,0
AL136526.1,1.118019812,-0.14543601,1.663439057,0.099096141,0.297902611,-4.825289759,NA,0
AC007192.2,1.216112353,0.029976726,1.663123767,0.099159378,0.297909002,-4.839516452,NA,0.000491884
AC093240.1,1.11483752,1.242460876,1.662694792,0.099245468,0.297909002,-4.89910387,NA,0.005902607
ACKR1,1.216042312,-0.013340123,1.66324296,0.099135468,0.297909002,-4.839233236,Immune/Inflammation/Stress/Toxin,0.000491884
ANP32B,-0.374083106,5.396347717,-1.662601767,0.099264145,0.297909002,-5.316182374,Development (apoptosis),0.049680275
AP005482.3,0.917374364,0.763425562,1.6625031,0.099283958,0.297909002,-4.883253302,NA,0.001967536
BTAF1,-0.420522166,6.969166989,-1.663054074,0.09917336,0.297909002,-5.54666258,NA,0.139695032
COP1,-0.364505717,7.955003883,-1.662689396,0.099246552,0.297909002,-5.710420648,NA,0.265617314
DDX52,-0.412396172,5.479382236,-1.662732642,0.09923787,0.297909002,-5.315108752,NA,0.049188392
HNRNPD,-0.44566581,6.759120846,-1.662763089,0.099231758,0.297909002,-5.47806193,NA,0.1406788
LENG1,0.863890572,1.678286458,1.662778399,0.099228684,0.297909002,-4.930170846,NA,0.006886375
LIMS3,1.243789608,0.063676383,1.6629068,0.099202913,0.297909002,-4.854672539,NA,0.000983768
LINC01786,0.830801032,2.179300543,1.662408286,0.099303001,0.297909002,-5.005788442,NA,0.00885391
LINC02854,1.174460109,0.310690015,1.66254579,0.099275386,0.297909002,-4.856525794,NA,0.000983768
NOXRED1,0.637392742,3.471326792,1.66244862,0.0992949,0.297909002,-5.126809991,NA,0.021642892
PHF3,-0.338430984,7.561417643,-1.662594215,0.099265662,0.297909002,-5.659234818,NA,0.192818495
RBM18,-0.545177604,3.725148839,-1.662537119,0.099277127,0.297909002,-5.079299779,NA,0.01131333
SNAPC1,-0.72711706,5.705302478,-1.662741378,0.099236116,0.297909002,-5.25787074,NA,0.051155927
TARID,-1.140837903,5.383296185,-1.662538244,0.099276901,0.297909002,-5.178834342,NA,0.030496803
USP33,-0.554201118,7.359561643,-1.662993965,0.099185421,0.297909002,-5.569614238,Metabolism (other),0.175602558
C2orf73,0.8992614,4.075861089,1.66230739,0.099323268,0.297938431,-5.246787041,NA,0.041810133
CNFN,1.168404047,-0.140498465,1.662220039,0.099340816,0.297959701,-4.827581636,NA,0
FANCC,-0.582531649,6.565075344,-1.662117407,0.099361439,0.297990184,-5.428349727,NA,0.097884899
AC107958.2,1.201030938,-0.16805978,1.66174847,0.099435599,0.298104679,-4.82790758,NA,0
AL355612.1,0.890868138,4.697556328,1.661552859,0.099474936,0.298104679,-5.342483051,NA,0.043777668
BUB1B,-1.212043829,3.254322482,-1.661459161,0.099493784,0.298104679,-4.920638067,NA,0.006394491
LINC02371,1.077916745,0.232766012,1.661658172,0.099453756,0.298104679,-4.848920467,NA,0.000983768
PRKCI,-0.665378162,6.101937312,-1.661473701,0.099490859,0.298104679,-5.356332941,NA,0.073290703
SMIM10L2A,1.105983363,0.514666894,1.661480727,0.099489446,0.298104679,-4.883431,NA,0.001967536
TBPL1,-0.539327383,4.731883719,-1.66170231,0.09944488,0.298104679,-5.16128395,NA,0.027545499
