gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function,Percent_in_cells
RNFT1,-0.938198033,3.840819144,-2.913469578,0.004337181,0.044983844,-2.605105776,NA,0.012190167
AC008966.1,-1.319370229,2.150825381,-2.912090338,0.004354969,0.045140286,-2.382211282,NA,0.002031694
TANK,-0.774671186,7.226612712,-2.912054432,0.004355433,0.045140286,-3.200421715,NA,0.108357036
MARCH5,0.467045593,5.860196721,2.911794092,0.004358799,0.045158739,-3.124586088,NA,0.104970879
EDA,-1.008853166,7.322142332,-2.911617694,0.00436108,0.045165954,-3.209809451,NA,0.092374374
MAN1C1,-1.177134441,7.627279228,-2.911309441,0.00436507,0.045190849,-3.227919113,Metabolism (other),0.114723012
MTA3,-0.565262339,7.178568344,-2.910923569,0.00437007,0.045226172,-3.234197448,NA,0.12759041
PCNX4,-0.709387392,6.784940739,-2.909303123,0.004391121,0.045421513,-3.122684095,NA,0.098740349
SGF29,-0.735874426,4.499934166,-2.909225401,0.004392133,0.045421513,-2.775627915,NA,0.018827035
UHRF1BP1L,-0.566992686,6.335332448,-2.908709519,0.004398856,0.045474532,-3.075865173,NA,0.081403224
MDGA1,-1.275732874,3.762330546,-2.907890457,0.004409549,0.045568544,-2.607566422,NA,0.008126778
THAP9-AS1,0.812212615,3.710494065,2.907251611,0.004417907,0.045638353,-2.814381528,NA,0.037112285
NLK,0.498388855,7.103394832,2.906642566,0.004425887,0.045704225,-3.395054006,NA,0.189624814
AC115622.1,1.239062587,3.095789035,2.906237878,0.004431198,0.045716937,-2.73786839,NA,0.020046052
PEX6,-0.971619883,4.5893762,-2.906277147,0.004430682,0.045716937,-2.769207575,NA,0.018962481
TBX2,1.275031904,2.103150095,2.906181936,0.004431932,0.045716937,-2.646333483,NA,0.013273737
CIAPIN1,-0.811093436,3.978506075,-2.905801072,0.004436936,0.045751988,-2.700935498,NA,0.013002844
CLCN3,-0.430953563,6.165895553,-2.905343788,0.004442951,0.045784278,-3.062996672,Transport,0.070702966
PHGDH,-1.567738046,3.683807641,-2.905318655,0.004443281,0.045784278,-2.534558089,Metabolism (other),0.005824191
FUT11,0.877432707,4.282560733,2.904928259,0.004448422,0.045804122,-2.959254748,Metabolism (other),0.052959502
GLDN,-1.52953516,3.162646575,-2.904968188,0.004447896,0.045804122,-2.535154946,NA,0.00623053
BTBD8,-0.818627572,5.502089429,-2.903690079,0.004464764,0.045953306,-2.910002762,NA,0.039550318
SH3GL1,0.796274795,5.863290609,2.903586271,0.004466137,0.045953306,-3.180154075,NA,0.122443451
MAST3,-1.050313915,4.77977169,-2.903226619,0.004470895,0.045974868,-2.804303164,NA,0.022890424
TNFRSF14-AS1,1.226704213,1.152901267,2.903183981,0.00447146,0.045974868,-2.513013224,NA,0.007449546
TFAP4,-1.036143598,2.839049458,-2.901013396,0.00450028,0.046254505,-2.512918045,NA,0.005688744
ZMYM1,-0.639482187,5.86170916,-2.899733769,0.004517351,0.046413214,-2.965690206,NA,0.057835568
TFDP2,-0.551640379,7.494326826,-2.899509002,0.004520355,0.046427342,-3.289820923,Development (cell cycle),0.151699851
MN1,0.888090667,4.146297521,2.89938159,0.004522059,0.046428106,-2.93172389,NA,0.036435054
TTC1,-0.435434658,5.468548237,-2.898779197,0.004530124,0.046494148,-2.968735279,NA,0.049844237
TTC39C,-1.13113491,6.188257484,-2.898542044,0.004533302,0.046510015,-2.992154525,NA,0.053501287
RESF1,0.535570206,6.226169076,2.898317134,0.004536318,0.046524207,-3.23761288,NA,0.150887173
AC019186.1,1.173240562,2.627506888,2.897429505,0.00454824,0.046596157,-2.715253084,NA,0.020316944
EPB41L4B,-0.951868547,5.45135257,-2.897561103,0.004546471,0.046596157,-2.893700791,NA,0.035351483
PPP1R21,-0.530241635,6.56048819,-2.897451843,0.00454794,0.046596157,-3.167938418,NA,0.095760531
CAMTA1,0.568999836,7.907027942,2.896651865,0.004558708,0.046686614,-3.606252247,Transport,0.319246919
LINC02803,-1.45240434,2.252343417,-2.895660571,0.004572085,0.04680678,-2.444266739,NA,0.002167141
RICTOR,0.555706033,7.345171139,2.89549483,0.004574325,0.046812891,-3.484890125,NA,0.25558716
HAGH,-0.697573317,5.269878988,-2.895048786,0.004580358,0.046857804,-2.88071482,NA,0.035216037
AC106791.1,-0.792428722,5.07554783,-2.894163558,0.004592354,0.046937762,-2.881081042,NA,0.031965326
PSMG4,-0.683457243,4.417230211,-2.893985941,0.004594764,0.046937762,-2.774792849,NA,0.021535961
SEC23IP,-0.440978959,5.647620416,-2.894006139,0.00459449,0.046937762,-2.993734553,NA,0.053772179
YBEY,-0.936485628,3.732474974,-2.894251936,0.004591155,0.046937762,-2.640151955,NA,0.011242043
AC018647.2,-1.418172757,1.688204797,-2.892210607,0.00461892,0.047167612,-2.379754686,NA,0.001489909
ZNF345,-0.698117056,5.379737863,-2.891477996,0.004628922,0.047252815,-2.931989151,NA,0.040769335
LINC02609,-1.130984054,4.421597668,-2.891134735,0.004633615,0.047283783,-2.749544318,NA,0.015169985
AKNA,-0.724917194,5.330784286,-2.889924344,0.004650199,0.047421229,-2.938338865,Immune/Inflammation/Stress/Toxin,0.038873087
SLC7A8,-1.2109479,6.673301221,-2.889908748,0.004650413,0.047421229,-3.095986212,Transport,0.065962346
CLN3,-1.015060523,4.721514377,-2.889335948,0.00465828,0.047484459,-2.801033399,AD,0.019097928
AC092384.1,1.366118009,0.929507949,2.889058328,0.004662098,0.047506377,-2.560091787,NA,0.005146959
OVCH1,1.114775929,3.848173843,2.888892425,0.004664381,0.047512644,-2.95520762,NA,0.036164161
AC035140.1,-1.233360867,2.982879918,-2.887686269,0.004681007,0.047664965,-2.55324197,NA,0.004334281
CCDC174,-0.555917069,4.517216819,-2.885426242,0.004712307,0.047966542,-2.852568282,NA,0.021400515
RB1,0.361331791,7.54091737,2.885227755,0.004715065,0.047977475,-3.528195162,Development (cell cycle),0.24827306
AC008629.1,-1.176596678,5.036911623,-2.88449953,0.004725197,0.048063405,-2.822615034,NA,0.023161317
ZFP14,-0.572241278,5.283270768,-2.884022488,0.004731845,0.048113849,-2.968139326,NA,0.038060409
NIBAN2,0.689774812,5.715587593,2.883221623,0.004743025,0.048210323,-3.203655989,NA,0.109305161
AC107204.1,-1.174678387,2.874354018,-2.882764303,0.00474942,0.048258108,-2.542832287,NA,0.004334281
ITGA8,1.130606637,6.024170262,2.882618021,0.004751468,0.048261698,-3.343585074,Matrisome/cell adhesion/binding/signaling,0.132195584
