gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function
SARS,0.413341339,6.357026885,0.630815542,0.530254889,0.999917524,-4.601892756,NA
SARS2,0.194098041,6.369768895,0.295423687,0.768561584,0.999917524,-4.605669368,NA
SART1,-0.043588685,6.617893426,-0.074249165,0.941027973,0.999917524,-4.609769911,NA
SASH3,-1.4187349,6.187397768,-2.517697911,0.014149032,0.999917524,-4.522059463,NA
SASS6,0.186719974,6.327845767,0.257825267,0.797312787,0.999917524,-4.604035155,NA
SAT1,-0.220393679,6.129229829,-0.338881485,0.735733,0.999917524,-4.605348783,NA
SAT2,-0.737751908,5.931057525,-1.080347605,0.283766801,0.999917524,-4.593482994,NA
SAV1,-0.961670555,5.685402327,-1.380925853,0.171779123,0.999917524,-4.586502084,NA
SAXO1,0.351269596,7.866029611,0.695636316,0.489003967,0.999917524,-4.605461266,NA
SAYSD1,0.196407874,6.176712723,0.298076068,0.766545044,0.999917524,-4.60509326,NA
SBK1,-0.407813366,6.170477063,-0.60764352,0.545428037,0.999917524,-4.602258953,NA
SBSPON,-0.621692687,6.213723161,-0.984292743,0.328426647,0.999917524,-4.595631826,Matrisome/cell adhesion/binding/signaling
SCAF1,-0.439490719,7.594366503,-0.960613534,0.340116494,0.999917524,-4.597435105,NA
SCAF4,-0.274625073,6.824919372,-0.453504869,0.651615015,0.999917524,-4.606197382,NA
SCAMP1,0.629203176,7.089443005,1.046727476,0.298895355,0.999917524,-4.594034967,NA
SCAMP5,0.364341655,7.116854767,0.662645216,0.509775649,0.999917524,-4.60404414,NA
SCAP,-0.131781091,7.502986329,-0.290473038,0.772329716,0.999917524,-4.615960032,Metabolism or Transport (lipid)
SCARB2,-0.64773333,7.630388742,-1.197915039,0.235068062,0.999917524,-4.588109814,Metabolism or Transport (lipid)
SCARF2,-0.326411526,5.777896954,-0.466559179,0.642291955,0.999917524,-4.603069589,Inflammation/Immune/Stress/Toxic/Detox
SCCPDH,0.062499487,6.360060984,0.097056863,0.92296393,0.999917524,-4.606879175,NA
SCEL,-0.083100792,6.717689507,-0.134939424,0.893054478,0.999917524,-4.607909425,NA
SCFD1,0.490415038,7.092902246,0.86633726,0.389321892,0.999917524,-4.598977823,NA
SCG3,0.74331672,6.617893426,1.161665123,0.24939301,0.999917524,-4.591298028,Transport
SCG5,-0.793728768,6.215694067,-1.169917395,0.246078328,0.999917524,-4.591278883,Transport
SCGB2B2,0.270144195,6.617893426,0.432946395,0.666410397,0.999917524,-4.605096943,NA
