gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function,Percent_in_cells
GLI3,0.702715679,6.635087674,2.484111036,0.016063453,0.059041882,-3.848773269,NA,0.101204819
MAP2K5,0.515909847,7.038144189,2.483310845,0.016095849,0.059041882,-3.8515956,NA,0.157831325
MCM5,0.569245086,6.643066171,2.483172343,0.016101462,0.059041882,-3.861077011,NA,0.120481928
MGST3,0.634162734,7.073761934,2.483519874,0.016087381,0.059041882,-3.843872524,NA,0.134939759
WDR41,0.574309822,6.725076019,2.483767488,0.016077354,0.059041882,-3.856335467,NA,0.122891566
PLK1,0.666664003,6.644889865,2.481629101,0.016164127,0.059209746,-3.85067016,Development (cell cycle),0.084337349
TOX,0.595874042,6.522948581,2.48157279,0.016166418,0.059209746,-3.860531391,NA,0.090361446
INIP,0.554951937,6.868179746,2.481224747,0.016180583,0.059226497,-3.855747648,NA,0.119277108
KCNC2,0.741344252,6.967727762,2.480820209,0.016197061,0.05925169,-3.847186104,Transport,0.097590361
ABCB8,0.56788064,6.933082299,2.476895266,0.016357726,0.059768614,-3.866674172,Metabolism (other),0.143373494
PRKAR2B,0.562521537,6.404907124,2.477088571,0.01634978,0.059768614,-3.87769972,NA,0.089156627
MCM3,0.475771814,6.671561755,2.474491578,0.016456828,0.060095159,-3.882311994,NA,0.114457831
ABCB1,0.622226175,6.965429494,2.473905231,0.016481085,0.060112639,-3.866210936,Metabolism or Transport (lipid),0.101204819
PRC1,0.601362264,6.677706029,2.474003215,0.016477029,0.060112639,-3.871515537,NA,0.096385542
GALNT10,0.558728813,7.612853504,2.472804604,0.016526704,0.060243446,-3.866378698,NA,0.16746988
BCAM,-0.694291256,7.070577255,-2.472208898,0.016551442,0.060262475,-3.92263994,Matrisome/cell adhesion/binding/signaling,0.075903614
BIRC5,0.529627368,6.857195203,2.472286704,0.016548209,0.060262475,-3.88449026,NA,0.159036145
TNNC1,0.520387955,6.585680056,2.469419679,0.016667718,0.060650065,-3.887713157,NA,0.091566265
SEMA3E,0.622385421,6.536653073,2.467648604,0.016741932,0.060884235,-3.889783407,Development (differentiation),0.085542169
IL16,0.638257709,7.448304242,2.466366672,0.016795835,0.061044309,-3.880165967,Inflammation/Immune/Stress/Toxic/Detox,0.145783133
